title,manufacturer,year,price,location,hours,wear_score,value_score,source
2023 Demag Model 500,Demag,2023,640024,"Reno, NV",1503,21.206,15.39976,Live Scraper
2022 Link-Belt 248HSL,Link-Belt,2022,819809,"Toledo, OH",625,21.05,15.230000000000002,Live Scraper
2023 Kobelco RK160,Kobelco,2023,999104,"Baton Rouge, LA",1523,21.246000000000002,15.398160000000003,Live Scraper
2023 Kobelco CK1200G,Kobelco,2023,564644,"Springfield, MA",1540,21.28,15.396800000000002,Live Scraper
2022 Link-Belt 300X4,Link-Belt,2022,802855,"Chattanooga, TN",671,21.142000000000003,15.22632,Live Scraper
2022 Rough Terrain Model 337,Rough Terrain,2022,417816,"Bend, OR",726,21.252000000000002,15.22192,Live Scraper
2023 Manitex Model 390,Manitex,2023,1115975,"Green Bay, WI",1641,21.482,15.388720000000001,Live Scraper
2023 Franna Model 245,Franna,2023,1174940,"Peoria, IL",1692,21.584,15.384640000000003,Live Scraper
2022 Shuttlelift Model 954,Shuttlelift,2022,976228,"Sacramento, CA",846,21.492,15.21232,Live Scraper
2020 Manitowoc MLC300,Manitowoc,2020,1136256,"Baton Rouge, LA",5269,23.538,17.254176,Live Scraper
2022 Galion Model 703,Galion,2022,886691,"Tacoma, WA",868,21.536,15.210560000000001,Live Scraper
2019 Terex AC350,Terex,2019,726045,"Mobile, AL",4398,23.396,17.049792,Live Scraper
2022 All Terrain Model 436,All Terrain,2022,784894,"Savannah, GA",931,21.662,15.205520000000002,Live Scraper
2022 Kobelco CK1200G,Kobelco,2022,1135011,"Duluth, MN",953,21.706,15.20376,Live Scraper
2022 Kato Model 984,Kato,2022,993143,"Jackson, MS",955,21.71,15.203600000000002,Live Scraper
2022 Kobelco CK850G,Kobelco,2022,535351,"Raleigh, NC",990,21.78,15.200800000000001,Live Scraper
2022 Link-Belt 248HSL,Link-Belt,2022,1139189,"Springfield, IL",992,21.784,15.20064,Live Scraper
2022 XCMG QY25K5,XCMG,2022,283596,"Columbus, OH",1003,21.806,15.199760000000001,Live Scraper
2022 National Model 760,National,2022,948353,"Cedar Rapids, IA",1005,21.810000000000002,15.199600000000002,Live Scraper
2022 Zoomlion ZTC800V,Zoomlion,2022,648056,"Little Rock, AR",1019,21.838,15.198480000000002,Live Scraper
2022 National Model 179,National,2022,856016,"Bellevue, NE",1049,21.898,15.196080000000002,Live Scraper
2022 Demag Model 378,Demag,2022,478972,"Las Vegas, NV",1053,21.906,15.195760000000002,Live Scraper
2022 Franna Model 467,Franna,2022,544928,"Scottsdale, AZ",1066,21.932000000000002,15.194720000000002,Live Scraper
2022 Demag Model 295,Demag,2022,469611,"Jackson, MS",1072,21.944000000000003,15.194240000000002,Live Scraper
2022 Kobelco CK1200G,Kobelco,2022,614149,"Columbia, MO",1089,21.978,15.192880000000002,Live Scraper
2018 Terex AC100,Terex,2018,352044,"Milwaukee, WI",3711,23.622,16.827744,Live Scraper
2022 Crawler Model 181,Crawler,2022,317785,"Mobile, AL",1101,22.002000000000002,15.19192,Live Scraper
2022 All Terrain Model 507,All Terrain,2022,965412,"New Orleans, LA",1108,22.016000000000002,15.191360000000001,Live Scraper
2022 National Model 540,National,2022,946004,"Minneapolis, MN",1109,22.018,15.19128,Live Scraper
2022 Kato Model 606,Kato,2022,404048,"Tacoma, WA",1124,22.048000000000002,15.190080000000002,Live Scraper
2022 Shuttlelift Model 785,Shuttlelift,2022,427830,"Broken Arrow, OK",1151,22.102,15.187920000000004,Live Scraper
2022 All Terrain Model 528,All Terrain,2022,1027752,"Montgomery, AL",1151,22.102,15.187920000000004,Live Scraper
2022 Manitex Model 756,Manitex,2022,833026,"Tampa, FL",1157,22.114,15.187440000000002,Live Scraper
2022 American Model 215,American,2022,365939,"Louisville, KY",1170,22.14,15.1864,Live Scraper
2019 Grove TMS9000E,Grove,2019,718930,"Vancouver, WA",4700,24.0,17.0208,Live Scraper
2022 All Terrain Model 247,All Terrain,2022,875273,"South Bend, IN",1184,22.168,15.18528,Live Scraper
2022 XCMG XCA60E,XCMG,2022,682076,"Chattanooga, TN",1199,22.198,15.184080000000002,Live Scraper
2022 Crawler Model 506,Crawler,2022,1076306,"Charlotte, NC",1208,22.216,15.18336,Live Scraper
2022 Galion Model 378,Galion,2022,455459,"Eugene, OR",1214,22.228,15.18288,Live Scraper
2022 Shuttlelift Model 950,Shuttlelift,2022,901883,"Lafayette, LA",1214,22.228,15.18288,Live Scraper
2019 Terex AC500,Terex,2019,404184,"Eugene, OR",4736,24.072000000000003,17.017344,Live Scraper
2022 Tadano ATF220G,Tadano,2022,715360,"Hattiesburg, MS",1219,22.238,15.182480000000002,Live Scraper
2022 Shuttlelift Model 653,Shuttlelift,2022,368376,"Los Angeles, CA",1226,22.252000000000002,15.181920000000003,Live Scraper
2022 Kobelco CK1200G,Kobelco,2022,530718,"Parkersburg, WV",1252,22.304000000000002,15.179840000000002,Live Scraper
2022 Demag Model 815,Demag,2022,518599,"Toledo, OH",1252,22.304000000000002,15.179840000000002,Live Scraper
2022 Shuttlelift Model 160,Shuttlelift,2022,715946,"New Orleans, LA",1255,22.310000000000002,15.1796,Live Scraper
2022 All Terrain Model 650,All Terrain,2022,1067849,"Kenosha, WI",1256,22.312,15.179520000000004,Live Scraper
2022 National Model 263,National,2022,707250,"Little Rock, AR",1326,22.452,15.173920000000003,Live Scraper
2017 Manitowoc MLC650,Manitowoc,2017,566709,"Tulsa, OK",3044,23.888,16.603776,Live Scraper
2022 Kobelco CK1200G,Kobelco,2022,657385,"New Orleans, LA",1329,22.458,15.173680000000003,Live Scraper
2022 American Model 412,American,2022,1075199,"Minneapolis, MN",1334,22.468,15.17328,Live Scraper
2022 Galion Model 819,Galion,2022,974828,"Huntington, WV",1400,22.6,15.168000000000001,Live Scraper
2022 Manitex Model 207,Manitex,2022,387562,"Bowling Green, KY",1402,22.604,15.167840000000002,Live Scraper
2022 Sany STC500,Sany,2022,640302,"Sioux City, IA",1403,22.606,15.16776,Live Scraper
2022 All Terrain Model 200,All Terrain,2022,681920,"Cincinnati, OH",1406,22.612000000000002,15.167520000000003,Live Scraper
2022 Shuttlelift Model 702,Shuttlelift,2022,929320,"Shreveport, LA",1424,22.648,15.166080000000001,Live Scraper
2022 Shuttlelift Model 502,Shuttlelift,2022,949940,"Philadelphia, PA",1440,22.68,15.164800000000003,Live Scraper
2022 National Model 241,National,2022,825803,"Edmonton, AB",1441,22.682000000000002,15.16472,Live Scraper
2022 Demag Model 961,Demag,2022,853282,"Peoria, IL",1453,22.706000000000003,15.163760000000003,Live Scraper
2022 Kobelco RK250,Kobelco,2022,843878,"Mesa, AZ",1469,22.738,15.16248,Live Scraper
2022 Crawler Model 942,Crawler,2022,600107,"Tampa, FL",1478,22.756,15.161760000000001,Live Scraper
2022 Crawler Model 324,Crawler,2022,1010301,"Shreveport, LA",1483,22.766000000000002,15.161360000000002,Live Scraper
2022 National Model 793,National,2022,356256,"Chattanooga, TN",1484,22.768,15.16128,Live Scraper
2019 Liebherr LTM 1500,Liebherr,2019,414969,"Davenport, IA",5011,24.622,16.990944000000002,Live Scraper
2022 Sany STC500,Sany,2022,630525,"Louisville, KY",1502,22.804000000000002,15.159840000000003,Live Scraper
2018 Terex RT670,Terex,2018,405124,"Mobile, AL",4117,24.434,16.788768,Live Scraper
2022 XCMG QY25K5,XCMG,2022,711178,"South Bend, IN",1507,22.814,15.159440000000002,Live Scraper
2022 Kobelco CK850G,Kobelco,2022,571540,"Calgary, AB",1520,22.84,15.1584,Live Scraper
2022 Galion Model 302,Galion,2022,894982,"Cleveland, OH",1521,22.842,15.158320000000002,Live Scraper
2022 Zoomlion ZCC1800H,Zoomlion,2022,651954,"Salem, OR",1550,22.9,15.156,Live Scraper
2022 Rough Terrain Model 629,Rough Terrain,2022,835840,"Grand Rapids, MI",1577,22.954,15.153840000000002,Live Scraper
2022 Zoomlion ZCC3200NP,Zoomlion,2022,514016,"Montreal, QC",1590,22.98,15.152800000000003,Live Scraper
2022 Link-Belt 218HSL,Link-Belt,2022,1033488,"Houston, TX",1600,23.0,15.152000000000001,Live Scraper
2019 Grove RT890E,Grove,2019,533502,"Grand Island, NE",5123,24.846000000000004,16.980192,Live Scraper
2022 Galion Model 637,Galion,2022,749108,"Scottsdale, AZ",1621,23.042,15.15032,Live Scraper
2022 Zoomlion ZTC800V,Zoomlion,2022,704001,"Quebec City, QC",1625,23.05,15.15,Live Scraper
2022 Franna Model 567,Franna,2022,908183,"Detroit, MI",1653,23.106,15.14776,Live Scraper
2022 Galion Model 330,Galion,2022,793485,"Syracuse, NY",1661,23.122,15.147120000000001,Live Scraper
2018 Manitowoc Grove RT540E,Manitowoc,2018,795008,"Charleston, WV",4297,24.794,16.771488,Live Scraper
2022 Sany STC500,Sany,2022,424004,"Owensboro, KY",1690,23.18,15.144800000000002,Live Scraper
2022 XCMG QY25K5,XCMG,2022,630078,"Charleston, WV",1694,23.188000000000002,15.14448,Live Scraper
2022 Kato Model 180,Kato,2022,1034364,"Columbia, MO",1718,23.236,15.142560000000001,Live Scraper
2022 American Model 505,American,2022,592975,"Colorado Springs, CO",1750,23.3,15.14,Live Scraper
2022 Manitex Model 318,Manitex,2022,577011,"Cincinnati, OH",1750,23.3,15.14,Live Scraper
2022 Rough Terrain Model 561,Rough Terrain,2022,627966,"Warren, MI",1753,23.306,15.139760000000003,Live Scraper
2022 Broderson Model 636,Broderson,2022,405027,"Toledo, OH",1811,23.422,15.13512,Live Scraper
2022 Kobelco RK160,Kobelco,2022,889977,"Allentown, PA",1871,23.542,15.130320000000001,Live Scraper
2022 Kobelco CK1000G,Kobelco,2022,1207658,"Madison, WI",1873,23.546,15.130160000000002,Live Scraper
2022 Crawler Model 869,Crawler,2022,927371,"Fayetteville, AR",1890,23.58,15.128800000000002,Live Scraper
2022 Tadano GR750XL,Tadano,2022,1126682,"Toledo, OH",1893,23.586,15.12856,Live Scraper
2018 Liebherr LTM 1300,Liebherr,2018,412328,"Montreal, QC",4508,25.216,16.751232,Live Scraper
2022 American Model 183,American,2022,333103,"Las Vegas, NV",1910,23.62,15.1272,Live Scraper
2021 Kobelco CK1000G,Kobelco,2021,652423,"Phoenix, AZ",1046,23.492,14.95632,Live Scraper
2022 Shuttlelift Model 412,Shuttlelift,2022,714155,"Reno, NV",1931,23.662,15.125520000000002,Live Scraper
2022 Kobelco CK850G,Kobelco,2022,877200,"Saint Louis, MO",1939,23.678,15.124880000000003,Live Scraper
2022 Rough Terrain Model 782,Rough Terrain,2022,593607,"Quebec City, QC",1942,23.684,15.12464,Live Scraper
2022 Kato Model 819,Kato,2022,705982,"Sacramento, CA",1954,23.708,15.123680000000002,Live Scraper
2022 Crawler Model 915,Crawler,2022,616335,"Saint Louis, MO",1967,23.734,15.122640000000002,Live Scraper
2022 National Model 179,National,2022,440032,"Bowling Green, KY",1975,23.75,15.122000000000003,Live Scraper
2022 Tadano GR1000XL,Tadano,2022,1141594,"Grand Island, NE",1993,23.786,15.120560000000001,Live Scraper
2022 Shuttlelift Model 884,Shuttlelift,2022,675108,"Chattanooga, TN",2036,23.872,15.11712,Live Scraper
2022 XCMG QY25K5,XCMG,2022,322567,"Mobile, AL",2052,23.904,15.11584,Live Scraper
2022 Franna Model 238,Franna,2022,413892,"Columbus, GA",2058,23.916,15.115360000000003,Live Scraper
2022 Manitex Model 455,Manitex,2022,408589,"Mobile, AL",2067,23.934,15.114640000000001,Live Scraper
2021 Franna Model 969,Franna,2021,408366,"South Bend, IN",1185,23.77,14.9452,Live Scraper
2018 Terex AC500,Terex,2018,330515,"Lincoln, NE",4687,25.574,16.734047999999998,Live Scraper
2021 Zoomlion ZTC800V,Zoomlion,2021,564955,"Lincoln, NE",1197,23.794,14.944240000000002,Live Scraper
2022 Broderson Model 568,Broderson,2022,1019257,"Buffalo, NY",2098,23.996000000000002,15.112160000000001,Live Scraper
2022 All Terrain Model 991,All Terrain,2022,987982,"Durham, NC",2099,23.998,15.11208,Live Scraper
2022 Tadano GR750XL,Tadano,2022,1195642,"Columbia, SC",2112,24.024,15.111040000000003,Live Scraper
2021 Link-Belt 248HSL,Link-Belt,2021,849976,"Ottawa, ON",1233,23.866,14.941360000000001,Live Scraper
2022 Demag Model 891,Demag,2022,714241,"Durham, NC",2121,24.042,15.110320000000002,Live Scraper
2022 Shuttlelift Model 477,Shuttlelift,2022,651829,"Sacramento, CA",2131,24.062,15.109520000000002,Live Scraper
2022 XCMG QY70K,XCMG,2022,301356,"Henderson, NV",2132,24.064,15.109440000000001,Live Scraper
2022 All Terrain Model 160,All Terrain,2022,515192,"Salem, OR",2136,24.072000000000003,15.109120000000003,Live Scraper
2022 XCMG XCA100,XCMG,2022,351979,"Spokane, WA",2140,24.080000000000002,15.108800000000002,Live Scraper
2022 All Terrain Model 861,All Terrain,2022,735387,"Grand Rapids, MI",2141,24.082,15.10872,Live Scraper
2022 National Model 937,National,2022,600621,"Colorado Springs, CO",2155,24.11,15.107600000000003,Live Scraper
2022 XCMG QY25K5,XCMG,2022,410505,"Charleston, SC",2165,24.130000000000003,15.1068,Live Scraper
2021 National Model 610,National,2021,319925,"Oklahoma City, OK",1293,23.986,14.93656,Live Scraper
2022 Zoomlion ZCC1800H,Zoomlion,2022,329834,"Louisville, KY",2181,24.162,15.105520000000002,Live Scraper
2022 Tadano GR1000XL,Tadano,2022,760793,"Minneapolis, MN",2181,24.162,15.105520000000002,Live Scraper
2022 Kobelco CK1000G,Kobelco,2022,548157,"Jacksonville, FL",2199,24.198,15.10408,Live Scraper
2021 Demag Model 144,Demag,2021,830893,"Greenville, SC",1315,24.03,14.934800000000003,Live Scraper
2022 Crawler Model 874,Crawler,2022,747444,"Hattiesburg, MS",2205,24.21,15.1036,Live Scraper
2021 Crawler Model 919,Crawler,2021,678936,"Tacoma, WA",1337,24.073999999999998,14.93304,Live Scraper
2021 Broderson Model 501,Broderson,2021,770689,"Springfield, MA",1338,24.076,14.932960000000003,Live Scraper
2022 Demag Model 364,Demag,2022,449987,"Sioux City, IA",2231,24.262,15.10152,Live Scraper
2022 Sany SCC4000,Sany,2022,847911,"Omaha, NE",2233,24.266000000000002,15.10136,Live Scraper
2022 Sany SCC8500,Sany,2022,442283,"Springdale, AR",2233,24.266000000000002,15.10136,Live Scraper
2022 Broderson Model 783,Broderson,2022,738529,"Fort Wayne, IN",2251,24.302,15.099920000000001,Live Scraper
2022 Tadano GR550XL,Tadano,2022,1197020,"Chicago, IL",2253,24.306,15.099760000000002,Live Scraper
2022 XCMG XCA100,XCMG,2022,572743,"Memphis, TN",2258,24.316000000000003,15.099360000000003,Live Scraper
2022 American Model 902,American,2022,699866,"South Bend, IN",2261,24.322000000000003,15.09912,Live Scraper
2022 Rough Terrain Model 210,Rough Terrain,2022,1039207,"Milwaukee, WI",2269,24.338,15.098480000000002,Live Scraper
2022 Kobelco CK1000G,Kobelco,2022,479116,"Houston, TX",2271,24.342,15.098320000000001,Live Scraper
2021 Kato Model 102,Kato,2021,851331,"Charlotte, NC",1390,24.18,14.928800000000003,Live Scraper
2021 Link-Belt 248HSL,Link-Belt,2021,643230,"Greenville, SC",1397,24.194000000000003,14.92824,Live Scraper
2021 Crawler Model 527,Crawler,2021,517023,"Seattle, WA",1404,24.208,14.927680000000002,Live Scraper
2022 Zoomlion ZTC800V,Zoomlion,2022,371819,"Kansas City, MO",2315,24.43,15.094800000000001,Live Scraper
2022 National Model 490,National,2022,931732,"Minneapolis, MN",2324,24.448,15.094080000000003,Live Scraper
2022 National Model 267,National,2022,858337,"Chesapeake, VA",2324,24.448,15.094080000000003,Live Scraper
2022 Galion Model 629,Galion,2022,982664,"Ottawa, ON",2339,24.478,15.092880000000003,Live Scraper
2022 XCMG QY50K,XCMG,2022,292884,"Ottawa, ON",2341,24.482,15.092720000000003,Live Scraper
2022 Broderson Model 287,Broderson,2022,942520,"Reno, NV",2346,24.492,15.09232,Live Scraper
2021 XCMG QY25K5,XCMG,2021,335653,"Hattiesburg, MS",1462,24.323999999999998,14.92304,Live Scraper
2022 Kato Model 854,Kato,2022,363452,"Springfield, MA",2357,24.514000000000003,15.09144,Live Scraper
2022 Demag Model 467,Demag,2022,719813,"Madison, WI",2358,24.516000000000002,15.091360000000002,Live Scraper
2022 American Model 482,American,2022,937643,"Southaven, MS",2358,24.516000000000002,15.091360000000002,Live Scraper
2022 American Model 899,American,2022,880757,"Tucson, AZ",2369,24.538,15.090480000000003,Live Scraper
2021 Kobelco RK160,Kobelco,2021,544827,"Fort Collins, CO",1507,24.414,14.919440000000002,Live Scraper
2021 American Model 497,American,2021,247666,"Boston, MA",1529,24.458,14.917680000000002,Live Scraper
2022 Crawler Model 253,Crawler,2022,907245,"Hattiesburg, MS",2441,24.682000000000002,15.084719999999999,Live Scraper
2022 Franna Model 217,Franna,2022,433971,"Grand Rapids, MI",2474,24.748,15.082080000000003,Live Scraper
2022 American Model 837,American,2022,327321,"New York, NY",2495,24.79,15.080400000000001,Live Scraper
2022 Franna Model 896,Franna,2022,329642,"Orlando, FL",2519,24.838,15.078480000000003,Live Scraper
2022 Sany STC1000,Sany,2022,785922,"Columbia, SC",2527,24.854,15.077840000000002,Live Scraper
2021 Tadano GR750XL,Tadano,2021,861735,"South Bend, IN",1654,24.708,14.907680000000003,Live Scraper
2022 Kobelco CK850G,Kobelco,2022,582579,"Los Angeles, CA",2552,24.904,15.07584,Live Scraper
2022 Kobelco CK1000G,Kobelco,2022,738546,"Boston, MA",2559,24.918,15.075280000000001,Live Scraper
2022 Tadano GR750XL,Tadano,2022,1058109,"Gulfport, MS",2568,24.936,15.074560000000004,Live Scraper
2022 Kobelco CK850G,Kobelco,2022,480648,"Peoria, IL",2598,24.996000000000002,15.072160000000004,Live Scraper
2022 Tadano ATF220G,Tadano,2022,1266254,"Kansas City, MO",2600,25.0,15.072000000000003,Live Scraper
2017 Liebherr LTM 1450,Liebherr,2017,357901,"Evansville, IN",4312,26.424,16.482048000000002,Live Scraper
2021 All Terrain Model 455,All Terrain,2021,608413,"Milwaukee, WI",1724,24.848,14.902080000000002,Live Scraper
2022 Broderson Model 347,Broderson,2022,775094,"Springdale, AR",2620,25.04,15.070400000000001,Live Scraper
2022 Broderson Model 951,Broderson,2022,976898,"Morgantown, WV",2620,25.04,15.070400000000001,Live Scraper
2021 Demag Model 174,Demag,2021,905535,"Kansas City, MO",1738,24.876,14.900960000000001,Live Scraper
2022 Rough Terrain Model 203,Rough Terrain,2022,948591,"Huntsville, AL",2639,25.078,15.068880000000002,Live Scraper
2022 Broderson Model 528,Broderson,2022,822955,"Vancouver, BC",2653,25.106,15.06776,Live Scraper
2022 Link-Belt 218HSL,Link-Belt,2022,788630,"Miami, FL",2664,25.128,15.066880000000001,Live Scraper
2021 Link-Belt TCC1400,Link-Belt,2021,755762,"Oklahoma City, OK",1786,24.972,14.897120000000001,Live Scraper
2021 American Model 213,American,2021,400384,"Pittsburgh, PA",1802,25.004,14.895840000000002,Live Scraper
2021 Manitex Model 646,Manitex,2021,511593,"Winnipeg, MB",1808,25.016,14.89536,Live Scraper
2021 All Terrain Model 189,All Terrain,2021,461954,"Little Rock, AR",1829,25.058,14.893680000000002,Live Scraper
2021 All Terrain Model 277,All Terrain,2021,509806,"Grand Island, NE",1830,25.060000000000002,14.893600000000001,Live Scraper
2022 Shuttlelift Model 867,Shuttlelift,2022,807090,"San Diego, CA",2721,25.242,15.06232,Live Scraper
2021 Shuttlelift Model 443,Shuttlelift,2021,457666,"Rockford, IL",1843,25.086,14.892560000000001,Live Scraper
2022 Link-Belt 218HSL,Link-Belt,2022,639439,"Mesa, AZ",2745,25.29,15.0604,Live Scraper
2021 XCMG QY70K,XCMG,2021,310551,"Grand Island, NE",1888,25.176000000000002,14.88896,Live Scraper
2022 Franna Model 920,Franna,2022,995940,"Norman, OK",2841,25.482,15.05272,Live Scraper
2022 Broderson Model 473,Broderson,2022,884669,"Spokane, WA",2848,25.496000000000002,15.05216,Live Scraper
2021 National Model 425,National,2021,372800,"Parkersburg, WV",1969,25.338,14.882480000000001,Live Scraper
2021 Zoomlion ZCC3200NP,Zoomlion,2021,261953,"Aurora, CO",1969,25.338,14.882480000000001,Live Scraper
2021 Zoomlion ZCC3200NP,Zoomlion,2021,396398,"Owensboro, KY",2023,25.446,14.878160000000003,Live Scraper
2024 Terex TRT70US,Terex,2024,595000.0,"Ashland, VA",0,26.6,16.032000000000004,Combined Listings With Depreciation
2021 Rough Terrain Model 544,Rough Terrain,2021,849680,"Philadelphia, PA",2038,25.476,14.876960000000004,Live Scraper
2021 Franna Model 285,Franna,2021,858559,"Denver, CO",2059,25.518,14.875280000000002,Live Scraper
2021 Rough Terrain Model 366,Rough Terrain,2021,516178,"Seattle, WA",2065,25.53,14.874800000000002,Live Scraper
2021 Galion Model 944,Galion,2021,445243,"Greensboro, NC",2084,25.568,14.873280000000001,Live Scraper
2021 Broderson Model 320,Broderson,2021,620209,"Des Moines, IA",2094,25.588,14.872480000000003,Live Scraper
2021 Tadano ATF220G,Tadano,2021,990466,"Boston, MA",2128,25.656,14.869760000000003,Live Scraper
2021 Kobelco CK1000G,Kobelco,2021,592599,"Memphis, TN",2141,25.682000000000002,14.868720000000003,Live Scraper
2021 American Model 887,American,2021,546741,"Cleveland, OH",2144,25.688000000000002,14.86848,Live Scraper
2021 Link-Belt RTC8090,Link-Belt,2021,732675,"Spokane, WA",2201,25.802,14.863920000000002,Live Scraper
2020 XCMG QY70K,XCMG,2020,332119,"Worcester, MA",1324,25.648,14.694080000000003,Live Scraper
2021 XCMG QY25K5,XCMG,2021,398483,"Savannah, GA",2216,25.832,14.862720000000003,Live Scraper
2021 American Model 178,American,2021,832716,"Erie, PA",2252,25.904,14.859840000000004,Live Scraper
2021 Tadano ATF220G,Tadano,2021,922408,"Jackson, MS",2252,25.904,14.859840000000004,Live Scraper
2021 All Terrain Model 812,All Terrain,2021,496186,"Louisville, KY",2265,25.93,14.858800000000002,Live Scraper
2021 Sany STC1000,Sany,2021,487391,"Mobile, AL",2272,25.944,14.858240000000002,Live Scraper
2017 Manitowoc 18000,Manitowoc,2017,679886,"Phoenix, AZ",4859,27.518,16.429536,Live Scraper
2021 Kato Model 107,Kato,2021,272675,"Des Moines, IA",2285,25.97,14.8572,Live Scraper
2021 Zoomlion ZTC550V,Zoomlion,2021,488447,"Parkersburg, WV",2288,25.976,14.85696,Live Scraper
2021 Broderson Model 170,Broderson,2021,470554,"Tucson, AZ",2318,26.036,14.854560000000001,Live Scraper
2021 Manitex Model 913,Manitex,2021,501547,"Charlotte, NC",2337,26.074,14.853040000000002,Live Scraper
2021 Kobelco CK1000G,Kobelco,2021,672570,"Springfield, MO",2349,26.098,14.85208,Live Scraper
2021 Crawler Model 684,Crawler,2021,808904,"Owensboro, KY",2358,26.116,14.85136,Live Scraper
2021 National Model 589,National,2021,726172,"Greensboro, NC",2387,26.174,14.849040000000002,Live Scraper
2020 Kato Model 315,Kato,2020,347231,"Austin, TX",1522,26.044,14.67824,Live Scraper
2020 American Model 697,American,2020,684492,"Richmond, VA",1530,26.060000000000002,14.677600000000002,Live Scraper
2021 Zoomlion ZCC1800H,Zoomlion,2021,331231,"Duluth, MN",2420,26.240000000000002,14.846400000000001,Live Scraper
2021 Tadano GR750XL,Tadano,2021,909063,"Vancouver, WA",2431,26.262,14.845520000000002,Live Scraper
2020 Zoomlion ZTC800V,Zoomlion,2020,367243,"Richmond, VA",1548,26.096,14.67616,Live Scraper
2021 All Terrain Model 505,All Terrain,2021,295704,"Sacramento, CA",2436,26.272,14.845120000000001,Live Scraper
2021 Demag Model 206,Demag,2021,737695,"Ottawa, ON",2437,26.274,14.845040000000001,Live Scraper
2021 Rough Terrain Model 253,Rough Terrain,2021,665406,"Lincoln, NE",2441,26.282,14.844720000000002,Live Scraper
2021 Galion Model 414,Galion,2021,872443,"Davenport, IA",2474,26.348,14.842080000000003,Live Scraper
2021 Rough Terrain Model 744,Rough Terrain,2021,533921,"Huntington, WV",2486,26.372,14.841120000000002,Live Scraper
2020 Shuttlelift Model 677,Shuttlelift,2020,471779,"Worcester, MA",1614,26.228,14.67088,Live Scraper
2021 XCMG QY50K,XCMG,2021,603031,"Fort Collins, CO",2533,26.466,14.837360000000002,Live Scraper
2020 XCMG XCA100,XCMG,2020,369146,"Syracuse, NY",1650,26.3,14.668000000000001,Live Scraper
2021 Crawler Model 273,Crawler,2021,314465,"New York, NY",2544,26.488,14.836480000000002,Live Scraper
2021 Franna Model 871,Franna,2021,427686,"Chattanooga, TN",2586,26.572,14.833120000000003,Live Scraper
2021 All Terrain Model 174,All Terrain,2021,422713,"Chicago, IL",2625,26.65,14.830000000000002,Live Scraper
2021 All Terrain Model 113,All Terrain,2021,339222,"Norman, OK",2625,26.65,14.830000000000002,Live Scraper
2020 Manitex Model 407,Manitex,2020,683352,"Cleveland, OH",1747,26.494,14.66024,Live Scraper
2021 Demag Model 431,Demag,2021,417686,"Peoria, IL",2635,26.67,14.8292,Live Scraper
2020 Demag Model 473,Demag,2020,671262,"Chesapeake, VA",1780,26.560000000000002,14.657600000000002,Live Scraper
2021 All Terrain Model 207,All Terrain,2021,690609,"Buffalo, NY",2666,26.732,14.826720000000002,Live Scraper
2020 All Terrain Model 988,All Terrain,2020,454324,"Green Bay, WI",1795,26.59,14.656400000000003,Live Scraper
2021 All Terrain Model 453,All Terrain,2021,572112,"Milwaukee, WI",2698,26.796,14.824160000000001,Live Scraper
2021 Manitex Model 683,Manitex,2021,811248,"South Bend, IN",2712,26.824,14.82304,Live Scraper
2020 Demag Model 170,Demag,2020,769481,"Madison, WI",1894,26.788,14.648480000000001,Live Scraper
2021 Demag Model 125,Demag,2021,509311,"Lafayette, LA",2830,27.060000000000002,14.813600000000003,Live Scraper
2021 Sany STC1000,Sany,2021,390211,"Sterling Heights, MI",2849,27.098,14.812080000000002,Live Scraper
2021 Kato Model 877,Kato,2021,454954,"Sacramento, CA",2851,27.102,14.81192,Live Scraper
2020 Demag Model 468,Demag,2020,603514,"Grand Island, NE",1979,26.958,14.641680000000003,Live Scraper
2020 Kobelco CK1000G,Kobelco,2020,377517,"Montreal, QC",1980,26.96,14.6416,Live Scraper
2021 Franna Model 961,Franna,2021,739646,"Huntington, WV",2873,27.146,14.810160000000003,Live Scraper
2021 American Model 269,American,2021,662068,"Columbia, MO",2884,27.168,14.809280000000001,Live Scraper
2020 Broderson Model 129,Broderson,2020,347199,"Syracuse, NY",2015,27.03,14.638800000000002,Live Scraper
2020 Shuttlelift Model 992,Shuttlelift,2020,690736,"Aurora, CO",2032,27.064,14.637440000000002,Live Scraper
2021 Manitex Model 112,Manitex,2021,853744,"Des Moines, IA",2928,27.256,14.805760000000001,Live Scraper
2023 Terex TRT40US,Terex,2023,435000.0,"Ashland, VA",0,28.2,15.743999999999998,Combined Listings With Depreciation
2023 Liebherr LR1300-SX,Liebherr,2023,2950000.0,Louisiana,0,28.2,15.743999999999998,Combined Listings With Depreciation
2021 Link-Belt RTC8090,Link-Belt,2021,530230,"Grand Rapids, MI",2946,27.292,14.804320000000002,Live Scraper
2021 XCMG QY25K5,XCMG,2021,314258,"Edmonton, AB",2965,27.33,14.802800000000003,Live Scraper
2020 Galion Model 242,Galion,2020,352356,"Peoria, IL",2106,27.212,14.631520000000002,Live Scraper
2021 Crawler Model 941,Crawler,2021,591489,"Montgomery, AL",3016,27.432000000000002,14.798720000000001,Live Scraper
2021 Broderson Model 329,Broderson,2021,706160,"Columbus, OH",3031,27.462,14.79752,Live Scraper
2021 Rough Terrain Model 488,Rough Terrain,2021,736959,"Gulfport, MS",3038,27.476,14.796960000000002,Live Scraper
2020 Zoomlion ZTC550V,Zoomlion,2020,486809,"Tacoma, WA",2172,27.344,14.626240000000003,Live Scraper
